Motivation_Level,Peer_Influence,Access_to_Resources,Parental_Involvement,Gender_Male,Extracurricular_Activities_Yes,Learning_Disabilities_Yes,Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Stress_Proxy,Target
1.0,1.0,1.0,2.0,1.0,0.0,0.0,19.0,99.0,7.0,52.0,1.0,4.0,0.4561,1
2.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,87.0,8.0,53.0,1.0,3.0,0.3167,0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,20.0,89.0,7.0,95.0,3.0,2.0,0.6152,1
1.0,2.0,1.0,0.0,1.0,0.0,0.0,14.0,85.0,7.0,89.0,2.0,2.0,0.4939,1
1.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,93.0,5.0,62.0,0.0,3.0,0.4773,1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,27.0,65.0,8.0,57.0,2.0,4.0,0.3621,1
1.0,2.0,2.0,2.0,1.0,1.0,0.0,23.0,77.0,7.0,51.0,1.0,3.0,0.4258,1
1.0,2.0,1.0,1.0,0.0,0.0,0.0,17.0,89.0,7.0,74.0,1.0,2.0,0.4712,1
2.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,96.0,7.0,54.0,1.0,3.0,0.2894,1
2.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,61.0,8.0,91.0,2.0,3.0,0.2788,0
1.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,71.0,4.0,77.0,0.0,3.0,0.5939,0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,29.0,77.0,9.0,84.0,0.0,3.0,0.3136,1
0.0,0.0,1.0,2.0,1.0,1.0,0.0,31.0,91.0,8.0,84.0,2.0,2.0,0.4985,1
2.0,1.0,1.0,0.0,0.0,1.0,0.0,16.0,95.0,5.0,65.0,0.0,3.0,0.3788,1
0.0,1.0,2.0,1.0,1.0,1.0,0.0,25.0,96.0,5.0,69.0,0.0,4.0,0.6439,1
1.0,2.0,1.0,2.0,1.0,1.0,0.0,24.0,98.0,6.0,97.0,1.0,4.0,0.4515,1
1.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,74.0,8.0,54.0,2.0,5.0,0.4758,0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,18.0,70.0,8.0,51.0,1.0,3.0,0.4303,0
1.0,1.0,2.0,2.0,1.0,0.0,0.0,17.0,82.0,5.0,61.0,3.0,4.0,0.5379,1
1.0,1.0,2.0,1.0,1.0,1.0,0.0,22.0,70.0,8.0,72.0,2.0,3.0,0.4,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,18.0,95.0,9.0,96.0,4.0,4.0,0.5636,1
2.0,2.0,1.0,1.0,0.0,1.0,0.0,20.0,70.0,6.0,78.0,0.0,2.0,0.3152,1
1.0,1.0,0.0,1.0,1.0,1.0,0.0,22.0,90.0,6.0,72.0,0.0,4.0,0.4667,1
0.0,0.0,2.0,2.0,1.0,1.0,0.0,20.0,76.0,6.0,87.0,1.0,4.0,0.6485,1
0.0,0.0,1.0,2.0,0.0,0.0,0.0,20.0,69.0,7.0,63.0,2.0,2.0,0.6152,0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,69.0,8.0,77.0,2.0,2.0,0.5288,0
0.0,2.0,0.0,2.0,1.0,0.0,1.0,28.0,69.0,6.0,61.0,2.0,1.0,0.5879,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,82.0,7.0,52.0,0.0,3.0,0.6152,0
0.0,2.0,1.0,1.0,0.0,1.0,0.0,19.0,72.0,8.0,96.0,1.0,2.0,0.5894,1
1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,98.0,4.0,57.0,2.0,2.0,0.5409,1
2.0,2.0,2.0,0.0,1.0,1.0,0.0,12.0,74.0,6.0,55.0,0.0,3.0,0.3758,0
1.0,1.0,2.0,2.0,0.0,0.0,0.0,13.0,97.0,7.0,70.0,1.0,4.0,0.5015,1
1.0,2.0,1.0,1.0,0.0,1.0,0.0,19.0,69.0,9.0,96.0,0.0,3.0,0.3894,1
0.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,68.0,6.0,52.0,5.0,3.0,0.7091,0
1.0,1.0,2.0,1.0,0.0,1.0,0.0,19.0,65.0,8.0,54.0,0.0,3.0,0.4227,0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,12.0,94.0,9.0,89.0,1.0,3.0,0.4424,1
2.0,1.0,2.0,0.0,1.0,0.0,0.0,28.0,92.0,5.0,96.0,1.0,3.0,0.2879,1
0.0,2.0,0.0,2.0,0.0,1.0,0.0,31.0,64.0,7.0,81.0,1.0,4.0,0.5318,1
1.0,0.0,0.0,2.0,1.0,0.0,0.0,21.0,94.0,8.0,85.0,1.0,4.0,0.4076,1
1.0,2.0,2.0,1.0,1.0,1.0,0.0,28.0,94.0,7.0,80.0,3.0,4.0,0.3879,1
1.0,0.0,1.0,1.0,1.0,1.0,0.0,18.0,61.0,6.0,96.0,0.0,3.0,0.497,0
0.0,1.0,2.0,1.0,1.0,0.0,0.0,26.0,87.0,6.0,70.0,3.0,3.0,0.603,1
1.0,1.0,2.0,1.0,1.0,1.0,0.0,12.0,85.0,6.0,82.0,1.0,2.0,0.5424,1
2.0,1.0,2.0,1.0,0.0,1.0,0.0,18.0,85.0,6.0,86.0,1.0,3.0,0.3303,1
1.0,2.0,1.0,1.0,0.0,1.0,0.0,18.0,64.0,6.0,51.0,2.0,1.0,0.497,0
2.0,0.0,0.0,2.0,1.0,1.0,0.0,14.0,80.0,7.0,98.0,2.0,2.0,0.3273,1
1.0,2.0,0.0,1.0,0.0,1.0,0.0,25.0,65.0,6.0,50.0,2.0,2.0,0.4439,0
0.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,66.0,7.0,62.0,2.0,4.0,0.7212,0
1.0,2.0,0.0,2.0,0.0,1.0,0.0,12.0,97.0,6.0,96.0,2.0,2.0,0.5424,1
1.0,2.0,1.0,0.0,1.0,0.0,0.0,24.0,91.0,8.0,73.0,2.0,2.0,0.3848,1
1.0,0.0,1.0,2.0,1.0,1.0,0.0,18.0,69.0,7.0,100.0,3.0,2.0,0.4636,1
1.0,1.0,1.0,0.0,1.0,1.0,0.0,28.0,72.0,7.0,60.0,4.0,3.0,0.3879,1
1.0,0.0,2.0,1.0,1.0,1.0,1.0,22.0,99.0,9.0,95.0,2.0,4.0,0.3667,1
2.0,0.0,1.0,0.0,1.0,1.0,0.0,11.0,84.0,7.0,55.0,0.0,3.0,0.35,0
2.0,0.0,0.0,1.0,1.0,1.0,0.0,30.0,96.0,4.0,74.0,0.0,3.0,0.3061,1
1.0,1.0,1.0,1.0,0.0,1.0,0.0,19.0,92.0,6.0,65.0,3.0,4.0,0.4894,1
1.0,1.0,1.0,2.0,0.0,1.0,0.0,24.0,61.0,5.0,53.0,1.0,5.0,0.4848,1
2.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0,62.0,6.0,86.0,2.0,4.0,0.3682,0
2.0,1.0,1.0,1.0,0.0,1.0,0.0,17.0,80.0,7.0,52.0,2.0,3.0,0.3045,1
1.0,0.0,1.0,1.0,1.0,0.0,0.0,23.0,74.0,4.0,67.0,3.0,5.0,0.5258,1
1.0,1.0,1.0,0.0,1.0,1.0,0.0,25.0,97.0,8.0,78.0,0.0,3.0,0.3773,1
1.0,2.0,1.0,0.0,1.0,1.0,0.0,20.0,71.0,9.0,68.0,1.0,3.0,0.3818,0
1.0,2.0,1.0,2.0,0.0,1.0,0.0,24.0,74.0,6.0,78.0,3.0,3.0,0.4515,1
1.0,2.0,1.0,1.0,1.0,1.0,0.0,21.0,97.0,9.0,63.0,0.0,1.0,0.3742,1
2.0,2.0,1.0,2.0,0.0,0.0,0.0,20.0,67.0,9.0,96.0,1.0,3.0,0.2152,1
2.0,1.0,2.0,0.0,0.0,1.0,1.0,22.0,71.0,9.0,56.0,1.0,3.0,0.2,1
1.0,2.0,2.0,0.0,1.0,0.0,0.0,24.0,86.0,9.0,60.0,0.0,3.0,0.3515,1
1.0,2.0,1.0,1.0,1.0,1.0,0.0,22.0,78.0,8.0,61.0,2.0,5.0,0.4,1
1.0,2.0,2.0,0.0,1.0,1.0,1.0,35.0,68.0,5.0,64.0,0.0,4.0,0.4015,1
1.0,2.0,0.0,2.0,0.0,0.0,0.0,26.0,71.0,7.0,65.0,1.0,3.0,0.403,1
2.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,61.0,7.0,87.0,5.0,3.0,0.3045,1
0.0,2.0,0.0,0.0,0.0,1.0,0.0,33.0,95.0,6.0,77.0,2.0,3.0,0.55,1
2.0,2.0,2.0,1.0,1.0,1.0,0.0,20.0,68.0,4.0,91.0,4.0,4.0,0.3818,1
1.0,2.0,2.0,2.0,1.0,1.0,0.0,20.0,71.0,6.0,80.0,2.0,3.0,0.4818,1
1.0,2.0,2.0,2.0,0.0,0.0,0.0,9.0,86.0,8.0,80.0,1.0,5.0,0.4985,1
0.0,2.0,2.0,1.0,1.0,1.0,0.0,36.0,90.0,5.0,68.0,1.0,2.0,0.5606,1
0.0,1.0,2.0,1.0,0.0,1.0,0.0,5.0,95.0,8.0,92.0,1.0,2.0,0.6955,1
1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,62.0,5.0,64.0,2.0,3.0,0.5606,0
1.0,1.0,2.0,2.0,1.0,0.0,0.0,21.0,70.0,9.0,66.0,1.0,4.0,0.3742,1
1.0,0.0,1.0,2.0,1.0,1.0,0.0,9.0,98.0,9.0,64.0,1.0,3.0,0.4652,1
1.0,1.0,2.0,1.0,1.0,0.0,0.0,25.0,82.0,4.0,54.0,0.0,3.0,0.5106,1
0.0,2.0,1.0,2.0,1.0,1.0,0.0,28.0,91.0,4.0,78.0,1.0,3.0,0.6545,1
0.0,2.0,1.0,0.0,1.0,1.0,0.0,20.0,78.0,5.0,92.0,1.0,3.0,0.6818,1
2.0,2.0,2.0,0.0,1.0,1.0,0.0,24.0,77.0,7.0,65.0,1.0,4.0,0.2515,1
1.0,0.0,1.0,2.0,0.0,1.0,0.0,25.0,79.0,7.0,52.0,1.0,2.0,0.4106,1
0.0,1.0,0.0,2.0,1.0,1.0,0.0,26.0,64.0,8.0,74.0,3.0,2.0,0.5364,1
2.0,1.0,2.0,1.0,1.0,1.0,0.0,16.0,70.0,8.0,50.0,3.0,3.0,0.2788,1
0.0,2.0,1.0,1.0,1.0,0.0,0.0,23.0,81.0,7.0,85.0,0.0,4.0,0.5924,1
0.0,2.0,2.0,2.0,0.0,0.0,0.0,17.0,96.0,7.0,61.0,1.0,1.0,0.6379,1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,72.0,6.0,89.0,3.0,5.0,0.6106,1
1.0,1.0,1.0,2.0,0.0,1.0,0.0,7.0,73.0,6.0,75.0,3.0,3.0,0.5803,0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,66.0,8.0,93.0,2.0,3.0,0.4152,1
2.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,73.0,8.0,93.0,1.0,4.0,0.2485,1
0.0,2.0,2.0,1.0,1.0,1.0,0.0,28.0,79.0,9.0,94.0,2.0,5.0,0.4879,1
0.0,2.0,1.0,1.0,0.0,0.0,1.0,24.0,65.0,7.0,55.0,1.0,3.0,0.5848,0
2.0,1.0,2.0,2.0,0.0,0.0,0.0,24.0,74.0,4.0,95.0,1.0,4.0,0.3515,1
1.0,1.0,1.0,2.0,0.0,0.0,0.0,16.0,98.0,6.0,88.0,1.0,3.0,0.5121,1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,69.0,8.0,92.0,2.0,3.0,0.3394,1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,93.0,9.0,74.0,1.0,3.0,0.6091,1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,22.0,97.0,6.0,54.0,2.0,2.0,0.4667,1
1.0,1.0,2.0,0.0,1.0,1.0,0.0,21.0,75.0,7.0,79.0,0.0,2.0,0.4409,1
1.0,2.0,1.0,2.0,1.0,0.0,0.0,16.0,89.0,9.0,96.0,2.0,3.0,0.4121,1
1.0,2.0,1.0,2.0,0.0,1.0,1.0,18.0,75.0,9.0,83.0,2.0,4.0,0.397,1
1.0,1.0,1.0,0.0,1.0,0.0,0.0,15.0,87.0,4.0,54.0,1.0,6.0,0.5864,1
1.0,2.0,1.0,2.0,0.0,1.0,0.0,25.0,99.0,7.0,88.0,3.0,4.0,0.4106,1
2.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,71.0,8.0,60.0,5.0,4.0,0.2864,0
1.0,1.0,0.0,2.0,0.0,1.0,0.0,13.0,87.0,4.0,72.0,2.0,3.0,0.6015,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,30.0,82.0,10.0,86.0,2.0,4.0,0.4394,1
1.0,2.0,1.0,1.0,1.0,1.0,1.0,17.0,64.0,6.0,60.0,1.0,2.0,0.5045,0
2.0,2.0,1.0,2.0,0.0,1.0,0.0,14.0,78.0,6.0,69.0,0.0,5.0,0.3606,1
0.0,1.0,2.0,1.0,1.0,0.0,0.0,18.0,65.0,6.0,83.0,1.0,2.0,0.6636,0
0.0,0.0,2.0,1.0,1.0,0.0,0.0,15.0,84.0,6.0,55.0,1.0,2.0,0.6864,0
1.0,1.0,1.0,2.0,1.0,1.0,0.0,18.0,98.0,7.0,92.0,2.0,4.0,0.4636,1
2.0,1.0,1.0,1.0,1.0,0.0,0.0,31.0,72.0,8.0,98.0,0.0,4.0,0.1652,1
2.0,1.0,1.0,1.0,1.0,0.0,0.0,19.0,93.0,7.0,84.0,0.0,2.0,0.2894,1
0.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,88.0,7.0,73.0,1.0,3.0,0.6833,0
0.0,2.0,1.0,0.0,1.0,0.0,0.0,10.0,94.0,9.0,59.0,0.0,2.0,0.6242,1
0.0,1.0,1.0,2.0,1.0,1.0,0.0,24.0,66.0,7.0,71.0,1.0,3.0,0.5848,1
0.0,2.0,1.0,1.0,1.0,0.0,0.0,25.0,91.0,8.0,72.0,2.0,0.0,0.5439,1
0.0,1.0,1.0,2.0,0.0,1.0,0.0,10.0,90.0,7.0,80.0,0.0,5.0,0.6909,1
1.0,2.0,1.0,1.0,1.0,0.0,0.0,26.0,68.0,8.0,63.0,2.0,3.0,0.3697,1
0.0,2.0,2.0,1.0,1.0,1.0,0.0,18.0,94.0,9.0,77.0,1.0,2.0,0.5636,1
1.0,1.0,1.0,2.0,1.0,0.0,0.0,21.0,63.0,7.0,63.0,2.0,2.0,0.4409,0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,25.0,92.0,9.0,79.0,3.0,4.0,0.3439,1
1.0,2.0,1.0,0.0,1.0,1.0,0.0,18.0,72.0,8.0,79.0,1.0,4.0,0.4303,1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,66.0,8.0,50.0,1.0,4.0,0.6121,0
0.0,2.0,2.0,1.0,1.0,0.0,0.0,13.0,71.0,7.0,86.0,2.0,3.0,0.6682,1
0.0,2.0,0.0,2.0,1.0,0.0,0.0,22.0,70.0,10.0,83.0,0.0,2.0,0.5,1
0.0,1.0,0.0,1.0,1.0,1.0,1.0,25.0,87.0,7.0,74.0,0.0,4.0,0.5773,1
1.0,2.0,2.0,1.0,1.0,1.0,0.0,10.0,75.0,8.0,90.0,2.0,2.0,0.4909,1
2.0,2.0,1.0,0.0,1.0,0.0,0.0,19.0,67.0,5.0,92.0,0.0,3.0,0.3561,0
1.0,0.0,1.0,2.0,1.0,1.0,0.0,15.0,74.0,8.0,79.0,0.0,3.0,0.453,1
1.0,0.0,1.0,1.0,1.0,0.0,0.0,18.0,85.0,8.0,96.0,0.0,3.0,0.4303,1
0.0,2.0,1.0,0.0,1.0,0.0,0.0,25.0,96.0,9.0,72.0,0.0,3.0,0.5106,1
1.0,2.0,1.0,1.0,1.0,0.0,0.0,15.0,94.0,7.0,84.0,0.0,2.0,0.4864,1
2.0,1.0,0.0,1.0,1.0,1.0,0.0,24.0,75.0,5.0,68.0,2.0,2.0,0.3182,1
1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,75.0,4.0,90.0,3.0,3.0,0.6242,1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,86.0,5.0,75.0,1.0,4.0,0.5833,1
2.0,1.0,2.0,2.0,0.0,0.0,0.0,21.0,75.0,7.0,70.0,1.0,3.0,0.2742,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,94.0,9.0,93.0,1.0,4.0,0.5788,1
0.0,0.0,2.0,1.0,0.0,0.0,0.0,27.0,63.0,6.0,98.0,0.0,3.0,0.5955,1
1.0,1.0,0.0,1.0,1.0,0.0,0.0,27.0,91.0,8.0,57.0,0.0,4.0,0.3621,1
1.0,2.0,2.0,1.0,1.0,1.0,0.0,19.0,65.0,9.0,91.0,1.0,4.0,0.3894,1
0.0,0.0,2.0,1.0,0.0,1.0,0.0,12.0,63.0,5.0,69.0,0.0,2.0,0.7424,0
2.0,1.0,1.0,1.0,0.0,0.0,0.0,20.0,66.0,6.0,90.0,0.0,1.0,0.3152,0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,25.0,93.0,5.0,53.0,0.0,5.0,0.4773,1
1.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,75.0,9.0,81.0,3.0,5.0,0.4576,1
1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.0,85.0,10.0,66.0,1.0,1.0,0.3712,1
1.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,76.0,7.0,52.0,2.0,3.0,0.4485,0
0.0,2.0,1.0,1.0,1.0,1.0,0.0,25.0,72.0,8.0,52.0,0.0,2.0,0.5439,1
2.0,1.0,1.0,0.0,0.0,1.0,0.0,18.0,90.0,5.0,62.0,3.0,2.0,0.3636,1
2.0,1.0,2.0,2.0,0.0,0.0,0.0,16.0,70.0,7.0,95.0,1.0,3.0,0.3121,1
0.0,2.0,1.0,0.0,1.0,0.0,0.0,22.0,90.0,7.0,62.0,0.0,3.0,0.6,1
1.0,2.0,2.0,1.0,1.0,1.0,0.0,20.0,65.0,8.0,50.0,0.0,5.0,0.4152,0
0.0,2.0,1.0,1.0,0.0,0.0,0.0,20.0,77.0,6.0,87.0,0.0,4.0,0.6485,1
1.0,2.0,2.0,1.0,0.0,0.0,0.0,25.0,67.0,9.0,82.0,1.0,3.0,0.3439,1
1.0,1.0,2.0,1.0,1.0,1.0,0.0,14.0,91.0,8.0,70.0,2.0,0.0,0.4606,1
1.0,2.0,0.0,1.0,0.0,1.0,0.0,23.0,94.0,8.0,62.0,2.0,0.0,0.3924,1
1.0,2.0,2.0,1.0,0.0,0.0,0.0,19.0,75.0,8.0,77.0,1.0,4.0,0.4227,1
2.0,0.0,2.0,0.0,1.0,1.0,0.0,18.0,95.0,6.0,54.0,0.0,3.0,0.3303,1
1.0,0.0,1.0,0.0,1.0,0.0,1.0,20.0,95.0,4.0,89.0,3.0,3.0,0.5485,1
1.0,0.0,1.0,1.0,1.0,0.0,0.0,24.0,84.0,6.0,82.0,1.0,2.0,0.4515,1
1.0,2.0,1.0,1.0,1.0,0.0,0.0,11.0,75.0,8.0,89.0,2.0,4.0,0.4833,1
0.0,1.0,2.0,0.0,1.0,1.0,0.0,19.0,95.0,9.0,97.0,0.0,2.0,0.5561,1
0.0,1.0,0.0,2.0,0.0,0.0,0.0,26.0,98.0,4.0,88.0,1.0,1.0,0.6697,1
1.0,2.0,1.0,1.0,0.0,0.0,0.0,29.0,93.0,5.0,93.0,2.0,3.0,0.447,1
2.0,0.0,1.0,1.0,1.0,1.0,0.0,20.0,91.0,7.0,93.0,1.0,3.0,0.2818,1
0.0,0.0,1.0,2.0,1.0,0.0,1.0,19.0,84.0,9.0,97.0,1.0,3.0,0.5561,1
0.0,0.0,1.0,2.0,1.0,1.0,0.0,25.0,82.0,9.0,61.0,1.0,2.0,0.5106,1
1.0,0.0,2.0,1.0,1.0,0.0,0.0,23.0,97.0,7.0,73.0,3.0,1.0,0.4258,1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,82.0,7.0,85.0,1.0,4.0,0.4788,1
1.0,1.0,2.0,1.0,1.0,1.0,0.0,29.0,76.0,8.0,59.0,4.0,2.0,0.347,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,22.0,82.0,5.0,67.0,1.0,1.0,0.6667,1
1.0,2.0,2.0,1.0,1.0,1.0,0.0,8.0,73.0,10.0,54.0,2.0,3.0,0.4394,0
1.0,2.0,2.0,1.0,1.0,0.0,0.0,12.0,70.0,5.0,53.0,2.0,3.0,0.5758,0
2.0,0.0,2.0,1.0,1.0,0.0,0.0,21.0,82.0,7.0,95.0,1.0,3.0,0.2742,1
0.0,2.0,0.0,2.0,0.0,1.0,0.0,17.0,85.0,8.0,93.0,2.0,3.0,0.6045,1
0.0,2.0,1.0,1.0,1.0,0.0,0.0,24.0,80.0,9.0,85.0,3.0,4.0,0.5182,1
2.0,0.0,2.0,1.0,0.0,0.0,0.0,12.0,68.0,8.0,88.0,3.0,3.0,0.3091,0
1.0,1.0,1.0,0.0,0.0,1.0,1.0,25.0,87.0,10.0,97.0,4.0,3.0,0.3106,1
1.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,98.0,7.0,63.0,0.0,3.0,0.5091,1
2.0,2.0,2.0,1.0,1.0,1.0,0.0,19.0,61.0,8.0,95.0,4.0,3.0,0.2561,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,87.0,7.0,57.0,2.0,4.0,0.3879,1
1.0,2.0,2.0,0.0,1.0,0.0,0.0,15.0,86.0,7.0,60.0,2.0,3.0,0.4864,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,91.0,4.0,88.0,2.0,4.0,0.7985,1
1.0,1.0,1.0,2.0,0.0,1.0,0.0,6.0,95.0,7.0,96.0,4.0,2.0,0.5545,1
1.0,2.0,2.0,0.0,1.0,0.0,0.0,19.0,63.0,7.0,94.0,1.0,3.0,0.4561,0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,27.0,89.0,5.0,62.0,0.0,3.0,0.4621,1
2.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,93.0,6.0,59.0,2.0,4.0,0.2621,1
0.0,0.0,2.0,0.0,1.0,0.0,0.0,15.0,60.0,7.0,91.0,0.0,2.0,0.653,0
1.0,2.0,2.0,2.0,1.0,1.0,0.0,14.0,88.0,8.0,77.0,2.0,3.0,0.4606,1
0.0,0.0,1.0,2.0,0.0,0.0,0.0,24.0,86.0,7.0,89.0,2.0,3.0,0.5848,1
1.0,2.0,1.0,0.0,1.0,0.0,0.0,20.0,77.0,8.0,56.0,1.0,4.0,0.4152,1
2.0,2.0,1.0,0.0,0.0,1.0,0.0,17.0,89.0,5.0,62.0,2.0,2.0,0.3712,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,78.0,7.0,98.0,2.0,3.0,0.6833,0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,29.0,100.0,7.0,87.0,3.0,5.0,0.3803,1
1.0,0.0,2.0,0.0,1.0,1.0,1.0,23.0,62.0,6.0,85.0,1.0,3.0,0.4591,0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,26.0,75.0,7.0,76.0,2.0,3.0,0.403,1
0.0,2.0,1.0,2.0,1.0,0.0,0.0,24.0,91.0,7.0,93.0,0.0,2.0,0.5848,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,89.0,7.0,100.0,0.0,3.0,0.5697,1
2.0,2.0,2.0,2.0,1.0,1.0,0.0,31.0,96.0,9.0,65.0,0.0,2.0,0.1318,1
1.0,1.0,2.0,1.0,1.0,0.0,0.0,19.0,93.0,6.0,65.0,0.0,3.0,0.4894,1
1.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,99.0,5.0,67.0,1.0,3.0,0.4773,1
1.0,2.0,2.0,2.0,0.0,1.0,0.0,22.0,89.0,6.0,80.0,1.0,3.0,0.4667,1
1.0,1.0,1.0,0.0,1.0,1.0,0.0,12.0,79.0,9.0,69.0,2.0,3.0,0.4424,1
1.0,2.0,2.0,1.0,1.0,1.0,0.0,17.0,78.0,7.0,70.0,2.0,3.0,0.4712,1
2.0,2.0,2.0,1.0,0.0,1.0,0.0,21.0,93.0,6.0,67.0,1.0,3.0,0.3076,1
2.0,2.0,1.0,1.0,0.0,1.0,0.0,19.0,82.0,8.0,82.0,2.0,3.0,0.2561,1
0.0,1.0,2.0,0.0,1.0,0.0,0.0,15.0,74.0,10.0,99.0,0.0,3.0,0.553,0
0.0,2.0,1.0,1.0,0.0,1.0,0.0,15.0,95.0,6.0,59.0,0.0,5.0,0.6864,1
1.0,2.0,1.0,2.0,0.0,0.0,0.0,25.0,93.0,8.0,58.0,0.0,4.0,0.3773,1
1.0,2.0,0.0,1.0,0.0,0.0,0.0,21.0,67.0,6.0,61.0,0.0,3.0,0.4742,0
1.0,2.0,2.0,2.0,0.0,0.0,0.0,24.0,86.0,6.0,59.0,1.0,3.0,0.4515,1
1.0,1.0,1.0,0.0,0.0,1.0,0.0,20.0,96.0,5.0,92.0,0.0,3.0,0.5152,1
2.0,2.0,1.0,2.0,1.0,1.0,0.0,10.0,94.0,7.0,74.0,3.0,3.0,0.3576,1
0.0,1.0,0.0,2.0,0.0,1.0,0.0,14.0,92.0,9.0,56.0,1.0,4.0,0.5939,1
0.0,2.0,1.0,0.0,0.0,1.0,0.0,19.0,89.0,5.0,60.0,4.0,2.0,0.6894,1
2.0,2.0,2.0,0.0,0.0,1.0,0.0,25.0,74.0,8.0,94.0,0.0,4.0,0.2106,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,86.0,9.0,88.0,2.0,2.0,0.4803,0
0.0,2.0,2.0,1.0,0.0,0.0,0.0,22.0,66.0,8.0,95.0,3.0,3.0,0.5667,1
0.0,1.0,2.0,1.0,1.0,1.0,0.0,16.0,92.0,5.0,85.0,1.0,2.0,0.7121,1
1.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,73.0,9.0,78.0,0.0,3.0,0.4045,1
2.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,82.0,5.0,67.0,1.0,4.0,0.3636,1
2.0,2.0,2.0,1.0,0.0,1.0,0.0,28.0,94.0,6.0,65.0,1.0,1.0,0.2545,1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,21.0,67.0,5.0,83.0,1.0,5.0,0.5076,1
1.0,1.0,2.0,1.0,1.0,0.0,1.0,16.0,78.0,6.0,83.0,0.0,3.0,0.5121,0
2.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0,77.0,7.0,99.0,3.0,3.0,0.2742,1
2.0,0.0,2.0,0.0,1.0,0.0,0.0,25.0,70.0,8.0,73.0,1.0,2.0,0.2106,1
1.0,0.0,1.0,1.0,1.0,1.0,0.0,20.0,72.0,9.0,56.0,4.0,2.0,0.3818,1
2.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,74.0,7.0,76.0,1.0,2.0,0.3273,0
0.0,2.0,2.0,1.0,1.0,1.0,0.0,18.0,64.0,5.0,76.0,1.0,4.0,0.697,0
1.0,0.0,2.0,1.0,1.0,0.0,0.0,22.0,96.0,7.0,70.0,2.0,4.0,0.4333,1
1.0,0.0,2.0,0.0,1.0,1.0,0.0,22.0,67.0,8.0,53.0,0.0,3.0,0.4,0
0.0,2.0,0.0,2.0,1.0,0.0,0.0,15.0,74.0,6.0,72.0,2.0,3.0,0.6864,0
1.0,2.0,1.0,1.0,1.0,1.0,0.0,17.0,91.0,8.0,66.0,3.0,2.0,0.4379,1
